Question,Event Category,Region,City
How often are you stressed,All the time,District of Columbia,Washington
How often are you stressed,All the time,California,Los Angeles
How often are you stressed,All the time,Florida,Plantation
How often are you stressed,All the time,Michigan,Milford Charter Township
How often are you stressed,All the time,Louisiana,New Orleans
How often are you stressed,All the time,Washington,Seattle
How often are you stressed,All the time,Arkansas,Jonesboro
How often are you stressed,All the time,Texas,Richardson
How often are you stressed,All the time,Rhode Island,South Kingstown
How often are you stressed,All the time,Missouri,Potosi
How often are you stressed,All the time,Nevada,(not set)
How often are you stressed,All the time,Pennsylvania,Philadelphia
How often are you stressed,All the time,Florida,Palatka
How often are you stressed,All the time,New Jersey,Newark
How often are you stressed,All the time,Florida,Spring Hill
How often are you stressed,All the time,Utah,Springville
How often are you stressed,All the time,California,San Jacinto
How often are you stressed,All the time,Georgia,Gray
How often are you stressed,All the time,New York,Carthage
How often are you stressed,All the time,Illinois,Mount Prospect
How often are you stressed,All the time,Ohio,Van Wert
How often are you stressed,All the time,Wyoming,Cheyenne
How often are you stressed,All the time,Colorado,Denver
How often are you stressed,All the time,Florida,Panama City
How often are you stressed,All the time,Oklahoma,Hinton
How often are you stressed,All the time,Indiana,Indianapolis
How often are you stressed,All the time,Arizona,Mesa
How often are you stressed,All the time,Colorado,Colorado Springs
How often are you stressed,All the time,Missouri,Springfield
How often are you stressed,All the time,Kentucky,West Liberty
How often are you stressed,All the time,Tennessee,(not set)
How often are you stressed,All the time,Tennessee,Chattanooga
How often are you stressed,All the time,Virginia,Bellwood
How often are you stressed,All the time,Alabama,Birmingham
How often are you stressed,All the time,Iowa,West Des Moines
How often are you stressed,All the time,Arizona,Phoenix
How often are you stressed,All the time,Georgia,Fitzgerald
How often are you stressed,All the time,West Virginia,Welch
How often are you stressed,All the time,Iowa,Central City
How often are you stressed,All the time,Vermont,Weathersfield
How often are you stressed,All the time,Michigan,Madison Heights
How often are you stressed,All the time,Kentucky,(not set)
How often are you stressed,All the time,North Carolina,Lumberton
How often are you stressed,All the time,Pennsylvania,Philadelphia
How often are you stressed,All the time,Virginia,(not set)
How often are you stressed,All the time,West Virginia,Charleston
How often are you stressed,All the time,Florida,North Sarasota
How often are you stressed,All the time,Illinois,Chicago
How often are you stressed,All the time,Oklahoma,Oklahoma City
How often are you stressed,All the time,Florida,Ormond Beach
How often are you stressed,All the time,Georgia,Dalton
How often are you stressed,All the time,Ohio,Zanesville
How often are you stressed,All the time,New Jersey,Newark
How often are you stressed,All the time,North Carolina,Fayetteville
How often are you stressed,All the time,Texas,Houston
How often are you stressed,All the time,Iowa,Iowa Falls
How often are you stressed,All the time,Pennsylvania,Wilkes-Barre
How often are you stressed,All the time,Michigan,Texas charter Township
How often are you stressed,All the time,Texas,Dallas
How often are you stressed,All the time,New York,Baldwinsville
How often are you stressed,All the time,Kansas,Topeka
How often are you stressed,All the time,California,San Diego
How often are you stressed,All the time,Michigan,Lyon Charter Township
How often are you stressed,All the time,Ohio,Reno
How often are you stressed,All the time,Oklahoma,Elk City
How often are you stressed,All the time,Georgia,Atlanta
How often are you stressed,All the time,Ohio,Zanesville
How often are you stressed,All the time,Colorado,Aurora
How often are you stressed,All the time,Pennsylvania,Greensburg
How often are you stressed,All the time,Tennessee,Sevierville
How often are you stressed,All the time,Texas,Houston
How often are you stressed,All the time,Washington,Seattle
How often are you stressed,All the time,Oklahoma,Tulsa
How often are you stressed,All the time,North Carolina,Raleigh
How often are you stressed,All the time,Connecticut,Old Lyme
How often are you stressed,All the time,Texas,Houston
How often are you stressed,All the time,Texas,Dallas
How often are you stressed,All the time,Florida,(not set)
How often are you stressed,All the time,Michigan,Interlochen
How often are you stressed,All the time,Washington,Seattle
How often are you stressed,All the time,Georgia,Swainsboro
How often are you stressed,All the time,Oregon,Medford
How often are you stressed,All the time,Florida,Lake Mary
How often are you stressed,All the time,Indiana,Indianapolis
How often are you stressed,All the time,Nebraska,(not set)
How often are you stressed,All the time,Illinois,Macomb
How often are you stressed,All the time,West Virginia,Fairmont
How often are you stressed,All the time,Illinois,Gibson City
How often are you stressed,All the time,California,Los Angeles
How often are you stressed,All the time,Illinois,Springfield
How often are you stressed,All the time,Wisconsin,Milwaukee
How often are you stressed,All the time,New Hampshire,Hampton
How often are you stressed,All the time,Florida,Lake Worth
How often are you stressed,All the time,Oklahoma,Oklahoma City
How often are you stressed,All the time,(not set),(not set)
How often are you stressed,All the time,New York,New York
How often are you stressed,All the time,North Dakota,Minot
How often are you stressed,All the time,Nebraska,Omaha
How often are you stressed,All the time,California,Playa del Rey
How often are you stressed,All the time,Colorado,Denver
How often are you stressed,All the time,Florida,Orangetree
How often are you stressed,All the time,Washington,Colfax
How often are you stressed,All the time,Pennsylvania,Bloomsburg
How often are you stressed,All the time,Massachusetts,Methuen
How often are you stressed,All the time,Illinois,Chicago
How often are you stressed,All the time,Tennessee,Nashville
How often are you stressed,All the time,Oregon,Medford
How often are you stressed,All the time,Missouri,Pleasant Hill
How often are you stressed,All the time,California,Hesperia
How often are you stressed,All the time,North Carolina,Murphy
How often are you stressed,All the time,Minnesota,Fridley
How often are you stressed,All the time,Massachusetts,Haverhill
How often are you stressed,All the time,South Dakota,Sioux Falls
How often are you stressed,All the time,Illinois,Christopher
How often are you stressed,All the time,Connecticut,Fairfield
How often are you stressed,All the time,Idaho,Meridian
How often are you stressed,All the time,California,La Quinta
How often are you stressed,All the time,Rhode Island,North Kingstown
How often are you stressed,All the time,Vermont,Town of Rockingham
How often are you stressed,All the time,Missouri,Kansas City
How often are you stressed,All the time,California,Mount Shasta
How often are you stressed,All the time,Tennessee,Nashville
How often are you stressed,All the time,Kansas,Wichita
How often are you stressed,All the time,Wisconsin,Madison
How often are you stressed,All the time,Oklahoma,Sand Springs
How often are you stressed,All the time,Florida,Palm Springs
How often are you stressed,All the time,Illinois,Springfield
How often are you stressed,All the time,Michigan,Battle Creek
How often are you stressed,All the time,New Hampshire,Alton
How often are you stressed,All the time,Washington,Spokane Valley
How often are you stressed,All the time,Oklahoma,McAlester
How often are you stressed,All the time,South Dakota,Alcester
How often are you stressed,All the time,Idaho,Boise
How often are you stressed,All the time,Ohio,Logan
